GeneID	Product_Description
PF3D7_1113000	conserved Plasmodium protein, unknown function
PF3D7_1113100	protein tyrosine phosphatase
PF3D7_1113200	conserved Plasmodium protein, unknown function
PF3D7_1113300	UDP-galactose transporter, putative
PF3D7_1113400	ubiquitin domain-containing protein DSK2, putative
PF3D7_1113500	GTP-binding protein, putative
PF3D7_1113600	conserved Plasmodium protein, unknown function
PF3D7_1113700	glyoxalase I
PF3D7_1113800	conserved Plasmodium membrane protein, unknown function
PF3D7_1113900	mitogen-activated protein kinase 2
PF3D7_1114000	dynein light chain Tctex-type, putative
PF3D7_1114100	rhomboid protease ROM1
PF3D7_1114200	GTPase-activating protein, putative
PF3D7_1114300	non-coding RNA
PF3D7_1114400	RAP protein, putative
PF3D7_1114500	conserved Plasmodium protein, unknown function
PF3D7_1114600	conserved Plasmodium protein, unknown function
PF3D7_1114700	cyclin-dependent-like kinase CLK3
PF3D7_1114800	glycerol-3-phosphate dehydrogenase, putative
PF3D7_1114900	filamin domain-containing protein, putative
PF3D7_1115000	conserved protein, unknown function
PF3D7_1115100	conserved protein, unknown function
PF3D7_1115200	histone-lysine N-methyltransferase SET7
PF3D7_1115300	cysteine proteinase falcipain 2b
PF3D7_1115400	cysteine proteinase falcipain 3
PF3D7_1115500	AP2 domain transcription factor, putative
PF3D7_1115600	peptidyl-prolyl cis-trans isomerase
PF3D7_1115700	cysteine proteinase falcipain 2a
PF3D7_1115800	conserved Plasmodium protein, unknown function
PF3D7_1115900	palmitoyltransferase DHHC9
PF3D7_1116000	rhoptry neck protein 4
PF3D7_1116100	serine esterase, putative
PF3D7_1116200	pyridoxine biosynthesis protein PDX2
PF3D7_1116300	peptidyl-prolyl cis-trans isomerase
PF3D7_1116400	guanine nucleotide-exchange factor SEC12
PF3D7_1116500	folate transporter 2
PF3D7_1116600	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative
PF3D7_1116700	dipeptidyl aminopeptidase 1
PF3D7_1116800	heat shock protein 101
PF3D7_1116900	conserved protein, unknown function
PF3D7_1117000	MFS domain-containing protein P115, putative
PF3D7_1117100	ubiquitin carboxyl-terminal hydrolase UCH54
PF3D7_1117200	conserved Plasmodium protein, unknown function
PF3D7_1117300	conserved protein, unknown function
PF3D7_1117400	conserved Plasmodium protein, unknown function
PF3D7_1117500	tyrosine--tRNA ligase
PF3D7_1117600	peptidyl-tRNA hydrolase ICT1
PF3D7_1117700	GTP-binding nuclear protein RAN/TC4
PF3D7_1117800	DNA mismatch repair protein MLH
PF3D7_1117900	conserved Plasmodium protein, unknown function
PF3D7_1118000	conserved Plasmodium protein, unknown function
PF3D7_1118100	AP-1 complex subunit sigma, putative
PF3D7_1118200	heat shock protein 90, putative
PF3D7_1118300	insulinase, putative
PF3D7_1118400	haloacid dehalogenase-like hydrolase, putative
PF3D7_1118500	nucleolar protein 56, putative
PF3D7_1118600	histone acetyltransferase MYST
PF3D7_1118700	myosin light chain B
PF3D7_1118800	actin-related protein 2/3 complex subunit 1, putative
PF3D7_1118900	conserved protein, unknown function
PF3D7_1119000	acyl-CoA-binding protein, putative
PF3D7_1119100	tRNA m(1)G methyltransferase, putative
PF3D7_1119200	conserved protein, unknown function
PF3D7_1119300	splicing factor U2AF small subunit, putative
PF3D7_1119400	ubiquitin-protein ligase, putative
PF3D7_1119500	AP-4 complex subunit mu, putative
PF3D7_1119600	ATP-dependent zinc metalloprotease FTSH, putative
PF3D7_1119700	conserved Plasmodium protein, unknown function
PF3D7_1119800	alternative splicing factor ASF-1, putative
PF3D7_1119900	protein transport protein SEC16, putative
PF3D7_1120000	conserved protein, unknown function
PF3D7_1120100	phosphoglycerate mutase, putative
PF3D7_1120200	conserved Plasmodium protein, unknown function
PF3D7_1120300	CorA-like Mg2+ transporter protein, putative
PF3D7_1120400	alpha/beta hydrolase fold domain containing protein, putative
PF3D7_1120500	tRNA nucleotidyltransferase, putative
PF3D7_1120600	DDRGK domain-containing protein, putative
PF3D7_1120700	conserved Plasmodium protein, unknown function
PF3D7_1120800	conserved Plasmodium protein, unknown function
PF3D7_1120900	heat shock factor-binding protein 1
PF3D7_1121000	palmitoyltransferase DHHC3
PF3D7_1121100	conserved protein, unknown function
PF3D7_1121200	conserved protein, unknown function
PF3D7_1121300	tyrosine kinase-like protein
PF3D7_1121400	WD repeat-containing protein, putative
PF3D7_1121500	conserved protein, unknown function
PF3D7_1121600	exported protein 1
PF3D7_1121700	protein GCN20
PF3D7_1121800	peptidase M16, putative
PF3D7_1121900	serine/threonine protein kinase, putative
PF3D7_1122000	conserved protein, unknown function
PF3D7_1122100	GPI transamidase component GPI16, putative
PF3D7_1122200	JmjC domain-containing protein, putative
PF3D7_1122300	conserved Plasmodium protein, unknown function
PF3D7_1122400	conserved Plasmodium protein, unknown function
PF3D7_1122500	protein KIC10
PF3D7_1122600	conserved Plasmodium protein, unknown function
PF3D7_1122700	conserved Plasmodium protein, unknown function
PF3D7_1122800	calcium-dependent protein kinase 6
PF3D7_1122900	dynein heavy chain, putative
PF3D7_1123000	conserved Plasmodium protein, unknown function
PF3D7_1123100	calcium-dependent protein kinase 7
PF3D7_1123200	leucine-rich repeat protein
PF3D7_1123300	RING zinc finger protein, putative
PF3D7_1123400	eukaryotic peptide chain release factor GTP-binding subunit, putative
PF3D7_1123500	golgi protein 2
PF3D7_1123600	RAP protein, putative
PF3D7_1123700	ribosomal protein L37, mitochondrial, putative
PF3D7_1123800	structural maintenance of chromosomes protein 5, putative
PF3D7_1123900	13 kDa ribonucleoprotein-associated protein, putative
PF3D7_1124000	endoplasmic reticulum oxidoreductin, putative
PF3D7_1124100	BEACH domain-containing protein, putative
PF3D7_1124200	thioredoxin-like protein, putative
PF3D7_1124300	conserved protein, unknown function
PF3D7_1124400	U6 snRNA-associated Sm-like protein LSm1, putative
PF3D7_1124500	pyruvate dehydrogenase E1 component subunit alpha
PF3D7_1124600	ethanolamine kinase
PF3D7_1124700	GrpE protein homolog, mitochondrial, putative
PF3D7_1124800	ribosome biogenesis regulatory protein, putative
PF3D7_1124900	60S ribosomal protein L35, putative
PF3D7_1125000	conserved protein, unknown function
PF3D7_1125100	ATP synthase F0 subunit b-like protein, putative
PF3D7_1125200	conserved Plasmodium protein, unknown function
PF3D7_1125300	DNA-directed RNA polymerase
PF3D7_1125400	mitochondrial import inner membrane translocase subunit TIM44, putative
PF3D7_1125500	small nuclear ribonucleoprotein Sm D1, putative
PF3D7_1125600	conserved protein, unknown function
PF3D7_1125700	kelch domain-containing protein, putative
PF3D7_1125800	kelch domain-containing protein, putative
PF3D7_1125900	XTBD domain-containing protein, putative
PF3D7_1126000	threonine--tRNA ligase
PF3D7_1126100	autophagy-related protein 7, putative
PF3D7_1126200	40S ribosomal protein S18, putative
PF3D7_1126300	DnaJ protein, putative
PF3D7_1126400	mediator of RNA polymerase II transcription subunit 21, putative
PF3D7_1126500	WD repeat-containing protein, putative
PF3D7_1126600	steryl ester hydrolase, putative
PF3D7_1126700	autophagy-related protein 23, putative
PF3D7_1126800	alternative splicing factor SR-MG, putative
PF3D7_1126900	small nuclear ribonucleoprotein F, putative
PF3D7_1127000	protein phosphatase, putative
PF3D7_1127100	deoxyuridine 5'-triphosphate nucleotidohydrolase
PF3D7_1127200	conserved Plasmodium protein, unknown function
PF3D7_1127300	tRNA (guanine-N(7)-)-methyltransferase, putative
PF3D7_1127400	conserved Plasmodium protein, unknown function
PF3D7_1127500	protein disulfide-isomerase, putative
PF3D7_1127600	CRAL/TRIO domain-containing protein, putative
PF3D7_1127700	conserved Plasmodium protein, unknown function
PF3D7_1127800	TFIIS central domain-containing protein, putative
PF3D7_1127900	conserved Plasmodium protein, unknown function
PF3D7_1128000	conserved Plasmodium protein, unknown function
PF3D7_1128100	prefoldin subunit 5, putative
PF3D7_1128200	multiprotein-bridging factor 1, putative
PF3D7_1128300	ATP-dependent 6-phosphofructokinase
PF3D7_1128400	bifunctional farnesyl/geranylgeranyl diphosphate synthase
PF3D7_1128500	Fe-S cluster assembly protein, putative
PF3D7_1128600	CCR4-NOT transcription complex subunit 2, putative
PF3D7_1128700	GPI-anchor transamidase, putative
PF3D7_1128900	conserved protein, unknown function
PF3D7_1129000	spermidine synthase
PF3D7_1129100	parasitophorous vacuolar protein 1
PF3D7_1129200	26S proteasome regulatory subunit RPN7, putative
PF3D7_1129300	conserved Plasmodium protein, unknown function
PF3D7_1129400	rRNA (cytosine-C(5))-methyltransferase, putative
PF3D7_1129500	A/G-specific adenine glycosylase, putative
PF3D7_1129600	phosphatidylinositol-4-phosphate 5-kinase, putative
PF3D7_1129700	conserved Plasmodium protein, unknown function
PF3D7_1129800	conserved Plasmodium protein, unknown function
PF3D7_1129850	UNC-50 protein, putative, pseudogene
PF3D7_1129900	major facilitator superfamily-related transporter, putative
PF3D7_1130000	phosphoacetylglucosamine mutase, putative
PF3D7_1130100	60S ribosomal protein L38
PF3D7_1130200	60S ribosomal protein P0
PF3D7_1130300	small nucleolar RNA snoR13
PF3D7_1130310	small nucleolar RNA snoR14a
PF3D7_1130400	26S protease regulatory subunit 6A, putative
PF3D7_1130500	conserved oligomeric Golgi complex subunit 2, putative
PF3D7_1130600	methyltransferase, putative
PF3D7_1130700	structural maintenance of chromosomes protein 1, putative
PF3D7_1130800	armadillo repeat protein PF16, putative
PF3D7_1130900	conserved Plasmodium protein, unknown function
PF3D7_1131000	RNA-binding protein s1, putative
PF3D7_1131100	serpentine receptor, putative
PF3D7_1131200	conserved Plasmodium protein, unknown function
PF3D7_1131300	conserved Plasmodium protein, unknown function
PF3D7_1131400	conserved Plasmodium protein, unknown function
PF3D7_1131500	conserved Plasmodium protein, unknown function
PF3D7_1131600	kelch domain-containing protein, putative
PF3D7_1131700	conserved Plasmodium protein, unknown function
PF3D7_1131800	oxysterol-binding protein, putative
PF3D7_1131900	conserved Plasmodium protein, unknown function
PF3D7_1132000	ubiquitin-like protein, putative
PF3D7_1132100	RNA-binding protein, putative
PF3D7_1132200	T-complex protein 1 subunit alpha
PF3D7_1132300	nucleic acid binding protein, putative
PF3D7_1132400	conserved Plasmodium membrane protein, unknown function
PF3D7_1132500	amino acid transporter, putative
PF3D7_1132600	pre-mRNA-splicing factor 38A, putative
PF3D7_1132700	50S ribosomal protein L2, putative
PF3D7_1132800	aquaglyceroporin
PF3D7_1132900	glycine cleavage system H protein
PF3D7_1133000	conserved Plasmodium protein, unknown function
PF3D7_1133100	conserved Plasmodium protein, unknown function
PF3D7_1133200	conserved Plasmodium protein, unknown function
PF3D7_1133300	LEM3/CDC50 family protein, putative
PF3D7_1133400	apical membrane antigen 1
PF3D7_1133500	conserved Plasmodium protein, unknown function
PF3D7_1133600	conserved Plasmodium protein, unknown function
PF3D7_1133700	FHA domain-containing protein, putative
PF3D7_1133800	RNA (uracil-5-)methyltransferase, putative
PF3D7_1133900	conserved Plasmodium protein, unknown function
PF3D7_1134000	heat shock protein 70
PF3D7_1134100	protein disulfide-isomerase, putative
PF3D7_1134200	conserved Plasmodium protein, unknown function
PF3D7_1134300	conserved Plasmodium protein, unknown function
PF3D7_1134400	conserved protein, unknown function
PF3D7_1134500	alpha/beta hydrolase, putative
PF3D7_1134600	zinc finger protein, putative
PF3D7_1134700	DNA-directed RNA polymerase I subunit RPA2, putative
PF3D7_1134800	coatomer subunit delta
PF3D7_1134900	conserved Plasmodium protein, unknown function
PF3D7_1135000	PQ-loop repeat-containing protein
PF3D7_1135100	protein phosphatase PPM8, putative
PF3D7_1135200	regulator of chromosome condensation, putative, pseudogene
PF3D7_1135300	conserved Plasmodium membrane protein, unknown function
PF3D7_1135400	conserved Plasmodium protein, unknown function
PF3D7_1135500	conserved protein, unknown function
PF3D7_1135600	condensin-2 complex subunit D3, putative
PF3D7_1135700	conserved Plasmodium protein, unknown function
PF3D7_1135800	conserved Plasmodium protein, unknown function
PF3D7_1135900	3-oxo-5-alpha-steroid 4-dehydrogenase, putative
PF3D7_1136000	conserved Plasmodium protein, unknown function
PF3D7_1136100	conserved Plasmodium protein, unknown function
PF3D7_1136200	conserved Plasmodium protein, unknown function
PF3D7_1136300	tudor staphylococcal nuclease
PF3D7_1136400	signal recognition particle subunit SRP72, putative
PF3D7_1136500	casein kinase 1
PF3D7_1136600	conserved Plasmodium protein, unknown function
PF3D7_1136700	armadillo-interacting protein AIP
PF3D7_1136800	DnaJ protein, putative
PF3D7_1136900	subtilisin-like protease 2
PF3D7_1137000	U2 spliceosomal RNA
PF3D7_1137100	ribosomal protein S9, mitochondrial, putative
PF3D7_1137200	apical exonemal protein
PF3D7_1137300	CLPTM1 domain-containing protein, putative
PF3D7_1137400	UVB-resistance protein UVR8 homologue
PF3D7_1137500	ribosomal protein S14, apicoplast, putative
PF3D7_1137600	conserved Plasmodium protein, unknown function
PF3D7_1137700	calcium-binding protein, putative
PF3D7_1137800	sporozoite surface protein essential for liver stage development, putative
PF3D7_1137900	conserved Plasmodium protein, unknown function
PF3D7_1138000	conserved Plasmodium protein, unknown function
PF3D7_1138100	ubiquitin-related modifier 1, putative
PF3D7_1138200	conserved protein, unknown function
PF3D7_1138300	conserved protein, unknown function
PF3D7_1138400	guanylyl cyclase alpha
PF3D7_1138500	protein phosphatase PPM2
PF3D7_1138600	beta-catenin-like protein 1, putative
PF3D7_1138700	protein KIC5
PF3D7_1138800	WD repeat-containing protein, putative
PF3D7_1138900	non-coding RNA
PF3D7_1139000	unspecified product
PF3D7_1139100	RNA-binding protein, putative
PF3D7_1139200	VPS9 domain-containing protein, putative
PF3D7_1139300	AP2 domain transcription factor, putative
PF3D7_1139400	non-coding RNA
PF3D7_1139500	AAA family ATPase, putative
PF3D7_1139600	conserved Plasmodium protein, unknown function
PF3D7_1139700	adrenodoxin reductase, putative
PF3D7_1139800	conserved Plasmodium protein, unknown function
PF3D7_1139900	ER membrane protein complex subunit 8, putative
PF3D7_1140000	carbonic anhydrase
PF3D7_1140100	V-type proton ATPase subunit F, putative
PF3D7_1140200	conserved Plasmodium protein, unknown function
PF3D7_1140300	P-loop containing nucleoside triphosphate hydrolase, putative
PF3D7_1140400	conserved Plasmodium protein, unknown function
PF3D7_1140500	myosin K, putative
PF3D7_1140600	conserved Plasmodium protein, unknown function
PF3D7_1140700	chromo domain-containing protein, putative
PF3D7_1140800	conserved Plasmodium protein, unknown function
PF3D7_1140900	conserved Plasmodium protein, unknown function
PF3D7_1141000	conserved Plasmodium protein, unknown function
PF3D7_1141100	conserved Plasmodium protein, unknown function
PF3D7_1141200	ATP synthase-associated protein, putative
PF3D7_1141300	conserved protein, unknown function
PF3D7_1141400	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative
PF3D7_1141500	conserved Plasmodium protein, unknown function
PF3D7_1141600	dolichol-phosphate mannosyltransferase
PF3D7_1141700	OTU domain-containing protein, putative
PF3D7_1141800	EELM2 domain-containing protein, putative
PF3D7_1141900	inner membrane complex protein 1b, putative
PF3D7_1142000	heptatricopeptide repeat-containing protein, putative
PF3D7_1142100	conserved Plasmodium protein, unknown function
PF3D7_1142200	conserved Plasmodium protein, unknown function
PF3D7_1142300	conserved Plasmodium membrane protein, unknown function
PF3D7_1142400	coproporphyrinogen-III oxidase
PF3D7_1142500	60S ribosomal protein L28
PF3D7_1142600	60S ribosomal protein L35ae, putative
PF3D7_1142700	methyltransferase, putative
PF3D7_1142800	ATP synthase-associated protein, putative
PF3D7_1142900	conserved Plasmodium protein, unknown function
PF3D7_1143000	alpha/beta hydrolase, putative
PF3D7_1143100	AP2 domain transcription factor AP2-O, putative
PF3D7_1143200	DnaJ protein, putative
PF3D7_1143300	DNA-directed RNA polymerases I and III subunit RPAC1, putative
PF3D7_1143400	translation initiation factor eIF-1A, putative
