Transcript_ID	Product_Description
PF3D7_1111500.1	acylphosphatase, putative
PF3D7_1111600.1	endonuclease/exonuclease/phosphatase family protein, putative
PF3D7_1111700.1	conserved Plasmodium protein, unknown function
PF3D7_1111800.1	peptidyl-prolyl cis-trans isomerase, putative
PF3D7_1111900.1	Josephin domain-containing protein, putative
PF3D7_1112000.1	conserved protein, unknown function
PF3D7_1112100.1	conserved Plasmodium protein, unknown function
PF3D7_1112200.1	ubiquinone biosynthesis protein COQ4, putative
PF3D7_1112300.1	conserved Plasmodium protein, unknown function
PF3D7_1112400.1	nucleic acid binding protein, putative
PF3D7_1112500.1	RNA transcription, translation and transport factor protein, putative
PF3D7_1112600.1	ATPase, putative
PF3D7_1112700.1	conserved Plasmodium protein, unknown function
PF3D7_1112800.1	conserved protein, unknown function
PF3D7_1112900.1	conserved protein, unknown function
PF3D7_1113000.1	conserved Plasmodium protein, unknown function
PF3D7_1113100.1	protein tyrosine phosphatase
PF3D7_1113200.1	conserved Plasmodium protein, unknown function
PF3D7_1113300.1	UDP-galactose transporter, putative
PF3D7_1113400.1	ubiquitin domain-containing protein DSK2, putative
PF3D7_1113500.1	GTP-binding protein, putative
PF3D7_1113600.1	conserved Plasmodium protein, unknown function
PF3D7_1113700.1	glyoxalase I
PF3D7_1113800.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1113900.1	mitogen-activated protein kinase 2
PF3D7_1114000.1	dynein light chain Tctex-type, putative
PF3D7_1114100.1	rhomboid protease ROM1
PF3D7_1114100.2	rhomboid protease ROM1
PF3D7_1114200.1	GTPase-activating protein, putative
PF3D7_1114300.1	non-coding RNA
PF3D7_1114400.1	RAP protein, putative
PF3D7_1114500.1	conserved Plasmodium protein, unknown function
PF3D7_1114600.1	conserved Plasmodium protein, unknown function
PF3D7_1114700.1	cyclin-dependent-like kinase CLK3
PF3D7_1114800.1	glycerol-3-phosphate dehydrogenase, putative
PF3D7_1114900.1	filamin domain-containing protein, putative
PF3D7_1115000.1	conserved protein, unknown function
PF3D7_1115100.1	conserved protein, unknown function
PF3D7_1115200.1	histone-lysine N-methyltransferase SET7
PF3D7_1115300.1	cysteine proteinase falcipain 2b
PF3D7_1115400.1	cysteine proteinase falcipain 3
PF3D7_1115500.1	AP2 domain transcription factor, putative
PF3D7_1115600.1	peptidyl-prolyl cis-trans isomerase
PF3D7_1115700.1	cysteine proteinase falcipain 2a
PF3D7_1115800.1	conserved Plasmodium protein, unknown function
PF3D7_1115900.1	palmitoyltransferase DHHC9
PF3D7_1116000.1	rhoptry neck protein 4
PF3D7_1116100.1	serine esterase, putative
PF3D7_1116200.1	pyridoxine biosynthesis protein PDX2
PF3D7_1116200.2	pyridoxine biosynthesis protein PDX2
PF3D7_1116300.1	peptidyl-prolyl cis-trans isomerase
PF3D7_1116400.1	guanine nucleotide-exchange factor SEC12
PF3D7_1116500.1	folate transporter 2
PF3D7_1116600.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative
PF3D7_1116700.1	dipeptidyl aminopeptidase 1
PF3D7_1116800.1	heat shock protein 101
PF3D7_1116900.1	conserved protein, unknown function
PF3D7_1117000.1	MFS domain-containing protein P115, putative
PF3D7_1117100.1	ubiquitin carboxyl-terminal hydrolase UCH54
PF3D7_1117200.1	conserved Plasmodium protein, unknown function
PF3D7_1117300.1	conserved protein, unknown function
PF3D7_1117400.1	conserved Plasmodium protein, unknown function
PF3D7_1117500.1	tyrosine--tRNA ligase
PF3D7_1117600.1	peptidyl-tRNA hydrolase ICT1
PF3D7_1117600.2	peptidyl-tRNA hydrolase ICT1
PF3D7_1117700.1	GTP-binding nuclear protein RAN/TC4
PF3D7_1117800.1	DNA mismatch repair protein MLH
PF3D7_1117900.1	conserved Plasmodium protein, unknown function
PF3D7_1118000.1	conserved Plasmodium protein, unknown function
PF3D7_1118100.1	AP-1 complex subunit sigma, putative
PF3D7_1118200.1	heat shock protein 90, putative
PF3D7_1118300.1	insulinase, putative
PF3D7_1118400.1	haloacid dehalogenase-like hydrolase, putative
PF3D7_1118500.1	nucleolar protein 56, putative
PF3D7_1118600.1	histone acetyltransferase MYST
PF3D7_1118700.1	myosin light chain B
PF3D7_1118800.1	actin-related protein 2/3 complex subunit 1, putative
PF3D7_1118900.1	conserved protein, unknown function
PF3D7_1119000.1	acyl-CoA-binding protein, putative
PF3D7_1119100.1	tRNA m(1)G methyltransferase, putative
PF3D7_1119200.1	conserved protein, unknown function
PF3D7_1119300.1	splicing factor U2AF small subunit, putative
PF3D7_1119400.1	ubiquitin-protein ligase, putative
PF3D7_1119500.1	AP-4 complex subunit mu, putative
PF3D7_1119600.1	ATP-dependent zinc metalloprotease FTSH, putative
PF3D7_1119700.1	conserved Plasmodium protein, unknown function
PF3D7_1119800.1	alternative splicing factor ASF-1, putative
PF3D7_1119900.1	protein transport protein SEC16, putative
PF3D7_1120000.1	conserved protein, unknown function
PF3D7_1120100.1	phosphoglycerate mutase, putative
PF3D7_1120200.1	conserved Plasmodium protein, unknown function
PF3D7_1120300.1	CorA-like Mg2+ transporter protein, putative
PF3D7_1120400.1	alpha/beta hydrolase fold domain containing protein, putative
PF3D7_1120500.1	tRNA nucleotidyltransferase, putative
PF3D7_1120600.1	DDRGK domain-containing protein, putative
PF3D7_1120700.1	conserved Plasmodium protein, unknown function
PF3D7_1120800.1	conserved Plasmodium protein, unknown function
PF3D7_1120900.1	heat shock factor-binding protein 1
PF3D7_1121000.1	palmitoyltransferase DHHC3
PF3D7_1121100.1	conserved protein, unknown function
PF3D7_1121200.1	conserved protein, unknown function
PF3D7_1121300.1	tyrosine kinase-like protein
PF3D7_1121400.1	WD repeat-containing protein, putative
PF3D7_1121500.1	conserved protein, unknown function
PF3D7_1121600.1	exported protein 1
PF3D7_1121700.1	protein GCN20
PF3D7_1121800.1	peptidase M16, putative
PF3D7_1121900.1	serine/threonine protein kinase, putative
PF3D7_1122000.1	conserved protein, unknown function
PF3D7_1122100.1	GPI transamidase component GPI16, putative
PF3D7_1122200.1	JmjC domain-containing protein, putative
PF3D7_1122300.1	conserved Plasmodium protein, unknown function
PF3D7_1122400.1	conserved Plasmodium protein, unknown function
PF3D7_1122500.1	protein KIC10
PF3D7_1122600.1	conserved Plasmodium protein, unknown function
PF3D7_1122700.1	conserved Plasmodium protein, unknown function
PF3D7_1122800.1	calcium-dependent protein kinase 6
PF3D7_1122900.1	dynein heavy chain, putative
PF3D7_1123000.1	conserved Plasmodium protein, unknown function
PF3D7_1123100.1	calcium-dependent protein kinase 7
PF3D7_1123200.1	leucine-rich repeat protein
PF3D7_1123300.1	RING zinc finger protein, putative
PF3D7_1123400.1	eukaryotic peptide chain release factor GTP-binding subunit, putative
PF3D7_1123500.1	golgi protein 2
PF3D7_1123600.1	RAP protein, putative
PF3D7_1123700.1	ribosomal protein L37, mitochondrial, putative
PF3D7_1123800.1	structural maintenance of chromosomes protein 5, putative
PF3D7_1123900.1	13 kDa ribonucleoprotein-associated protein, putative
PF3D7_1124000.1	endoplasmic reticulum oxidoreductin, putative
PF3D7_1124100.1	BEACH domain-containing protein, putative
PF3D7_1124200.1	thioredoxin-like protein, putative
PF3D7_1124300.1	conserved protein, unknown function
PF3D7_1124400.1	U6 snRNA-associated Sm-like protein LSm1, putative
PF3D7_1124500.1	pyruvate dehydrogenase E1 component subunit alpha
PF3D7_1124600.1	ethanolamine kinase
PF3D7_1124700.1	GrpE protein homolog, mitochondrial, putative
PF3D7_1124800.1	ribosome biogenesis regulatory protein, putative
PF3D7_1124900.1	60S ribosomal protein L35, putative
PF3D7_1125000.1	conserved protein, unknown function
PF3D7_1125100.1	ATP synthase F0 subunit b-like protein, putative
PF3D7_1125200.1	conserved Plasmodium protein, unknown function
PF3D7_1125300.1	DNA-directed RNA polymerase
PF3D7_1125400.1	mitochondrial import inner membrane translocase subunit TIM44, putative
PF3D7_1125500.1	small nuclear ribonucleoprotein Sm D1, putative
PF3D7_1125600.1	conserved protein, unknown function
PF3D7_1125700.1	kelch domain-containing protein, putative
PF3D7_1125800.1	kelch domain-containing protein, putative
PF3D7_1125900.1	XTBD domain-containing protein, putative
PF3D7_1126000.1	threonine--tRNA ligase
PF3D7_1126100.1	autophagy-related protein 7, putative
PF3D7_1126200.1	40S ribosomal protein S18, putative
PF3D7_1126300.1	DnaJ protein, putative
PF3D7_1126400.1	mediator of RNA polymerase II transcription subunit 21, putative
PF3D7_1126500.1	WD repeat-containing protein, putative
PF3D7_1126600.1	steryl ester hydrolase, putative
PF3D7_1126700.1	autophagy-related protein 23, putative
PF3D7_1126800.1	alternative splicing factor SR-MG, putative
PF3D7_1126900.1	small nuclear ribonucleoprotein F, putative
PF3D7_1127000.1	protein phosphatase, putative
PF3D7_1127100.1	deoxyuridine 5'-triphosphate nucleotidohydrolase
PF3D7_1127200.1	conserved Plasmodium protein, unknown function
PF3D7_1127300.1	tRNA (guanine-N(7)-)-methyltransferase, putative
PF3D7_1127400.1	conserved Plasmodium protein, unknown function
PF3D7_1127500.1	protein disulfide-isomerase, putative
PF3D7_1127600.1	CRAL/TRIO domain-containing protein, putative
PF3D7_1127700.1	conserved Plasmodium protein, unknown function
PF3D7_1127800.1	TFIIS central domain-containing protein, putative
PF3D7_1127900.1	conserved Plasmodium protein, unknown function
PF3D7_1128000.1	conserved Plasmodium protein, unknown function
PF3D7_1128000.2	conserved Plasmodium protein, unknown function
PF3D7_1128100.1	prefoldin subunit 5, putative
PF3D7_1128200.1	multiprotein-bridging factor 1, putative
PF3D7_1128300.1	ATP-dependent 6-phosphofructokinase
PF3D7_1128400.1	bifunctional farnesyl/geranylgeranyl diphosphate synthase
PF3D7_1128500.1	Fe-S cluster assembly protein, putative
PF3D7_1128600.1	CCR4-NOT transcription complex subunit 2, putative
PF3D7_1128700.1	GPI-anchor transamidase, putative
PF3D7_1128900.1	conserved protein, unknown function
PF3D7_1129000.1	spermidine synthase
PF3D7_1129100.1	parasitophorous vacuolar protein 1
PF3D7_1129200.1	26S proteasome regulatory subunit RPN7, putative
PF3D7_1129300.1	conserved Plasmodium protein, unknown function
PF3D7_1129400.1	rRNA (cytosine-C(5))-methyltransferase, putative
PF3D7_1129500.1	A/G-specific adenine glycosylase, putative
PF3D7_1129600.1	phosphatidylinositol-4-phosphate 5-kinase, putative
PF3D7_1129700.1	conserved Plasmodium protein, unknown function
PF3D7_1129800.1	conserved Plasmodium protein, unknown function
PF3D7_1129850.1	UNC-50 protein, putative, pseudogene
PF3D7_1129900.1	major facilitator superfamily-related transporter, putative
PF3D7_1130000.1	phosphoacetylglucosamine mutase, putative
PF3D7_1130100.1	60S ribosomal protein L38
PF3D7_1130200.1	60S ribosomal protein P0
PF3D7_1130300.1	small nucleolar RNA snoR13
PF3D7_1130310.1	small nucleolar RNA snoR14a
PF3D7_1130400.1	26S protease regulatory subunit 6A, putative
PF3D7_1130500.1	conserved oligomeric Golgi complex subunit 2, putative
PF3D7_1130600.1	methyltransferase, putative
PF3D7_1130700.1	structural maintenance of chromosomes protein 1, putative
PF3D7_1130800.1	armadillo repeat protein PF16, putative
PF3D7_1130900.1	conserved Plasmodium protein, unknown function
PF3D7_1131000.1	RNA-binding protein s1, putative
PF3D7_1131100.1	serpentine receptor, putative
PF3D7_1131200.1	conserved Plasmodium protein, unknown function
PF3D7_1131300.1	conserved Plasmodium protein, unknown function
PF3D7_1131400.1	conserved Plasmodium protein, unknown function
PF3D7_1131500.1	conserved Plasmodium protein, unknown function
PF3D7_1131600.1	kelch domain-containing protein, putative
PF3D7_1131700.1	conserved Plasmodium protein, unknown function
PF3D7_1131800.1	oxysterol-binding protein, putative
PF3D7_1131900.1	conserved Plasmodium protein, unknown function
PF3D7_1132000.1	ubiquitin-like protein, putative
PF3D7_1132100.1	RNA-binding protein, putative
PF3D7_1132200.1	T-complex protein 1 subunit alpha
PF3D7_1132300.1	nucleic acid binding protein, putative
PF3D7_1132400.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1132500.1	amino acid transporter, putative
PF3D7_1132600.1	pre-mRNA-splicing factor 38A, putative
PF3D7_1132700.1	50S ribosomal protein L2, putative
PF3D7_1132800.1	aquaglyceroporin
PF3D7_1132900.1	glycine cleavage system H protein
PF3D7_1133000.1	conserved Plasmodium protein, unknown function
PF3D7_1133100.1	conserved Plasmodium protein, unknown function
PF3D7_1133200.1	conserved Plasmodium protein, unknown function
PF3D7_1133300.1	LEM3/CDC50 family protein, putative
PF3D7_1133400.1	apical membrane antigen 1
PF3D7_1133500.1	conserved Plasmodium protein, unknown function
PF3D7_1133600.1	conserved Plasmodium protein, unknown function
PF3D7_1133700.1	FHA domain-containing protein, putative
PF3D7_1133800.1	RNA (uracil-5-)methyltransferase, putative
PF3D7_1133900.1	conserved Plasmodium protein, unknown function
PF3D7_1134000.1	heat shock protein 70
PF3D7_1134100.1	protein disulfide-isomerase, putative
PF3D7_1134200.1	conserved Plasmodium protein, unknown function
PF3D7_1134300.1	conserved Plasmodium protein, unknown function
PF3D7_1134400.1	conserved protein, unknown function
PF3D7_1134500.1	alpha/beta hydrolase, putative
PF3D7_1134600.1	zinc finger protein, putative
PF3D7_1134700.1	DNA-directed RNA polymerase I subunit RPA2, putative
PF3D7_1134800.1	coatomer subunit delta
PF3D7_1134900.1	conserved Plasmodium protein, unknown function
PF3D7_1135000.1	PQ-loop repeat-containing protein
PF3D7_1135000.2	unspecified product
PF3D7_1135000.3	unspecified product
PF3D7_1135100.1	protein phosphatase PPM8, putative
PF3D7_1135200.1	regulator of chromosome condensation, putative, pseudogene
PF3D7_1135300.1	conserved Plasmodium membrane protein, unknown function
PF3D7_1135400.1	conserved Plasmodium protein, unknown function
PF3D7_1135500.1	conserved protein, unknown function
PF3D7_1135600.1	condensin-2 complex subunit D3, putative
PF3D7_1135700.1	conserved Plasmodium protein, unknown function
PF3D7_1135800.1	conserved Plasmodium protein, unknown function
PF3D7_1135900.1	3-oxo-5-alpha-steroid 4-dehydrogenase, putative
PF3D7_1136000.1	conserved Plasmodium protein, unknown function
PF3D7_1136100.1	conserved Plasmodium protein, unknown function
PF3D7_1136200.1	conserved Plasmodium protein, unknown function
PF3D7_1136300.1	tudor staphylococcal nuclease
PF3D7_1136400.1	signal recognition particle subunit SRP72, putative
PF3D7_1136500.1	casein kinase 1
PF3D7_1136500.2	casein kinase 1
PF3D7_1136600.1	conserved Plasmodium protein, unknown function
PF3D7_1136700.1	armadillo-interacting protein AIP
PF3D7_1136700.2	armadillo-interacting protein AIP
PF3D7_1136800.1	DnaJ protein, putative
PF3D7_1136900.1	subtilisin-like protease 2
PF3D7_1137000.1	U2 spliceosomal RNA
PF3D7_1137100.1	ribosomal protein S9, mitochondrial, putative
PF3D7_1137200.1	apical exonemal protein
PF3D7_1137300.1	CLPTM1 domain-containing protein, putative
PF3D7_1137400.1	UVB-resistance protein UVR8 homologue
PF3D7_1137500.1	ribosomal protein S14, apicoplast, putative
PF3D7_1137600.1	conserved Plasmodium protein, unknown function
PF3D7_1137700.1	calcium-binding protein, putative
PF3D7_1137800.1	sporozoite surface protein essential for liver stage development, putative
PF3D7_1137900.1	conserved Plasmodium protein, unknown function
PF3D7_1138000.1	conserved Plasmodium protein, unknown function
PF3D7_1138100.1	ubiquitin-related modifier 1, putative
PF3D7_1138200.1	conserved protein, unknown function
PF3D7_1138300.1	conserved protein, unknown function
PF3D7_1138400.1	guanylyl cyclase alpha
PF3D7_1138500.1	protein phosphatase PPM2
PF3D7_1138600.1	beta-catenin-like protein 1, putative
PF3D7_1138700.1	protein KIC5
PF3D7_1138800.1	WD repeat-containing protein, putative
PF3D7_1138900.1	non-coding RNA
PF3D7_1139000.1	unspecified product
PF3D7_1139100.1	RNA-binding protein, putative
PF3D7_1139200.1	VPS9 domain-containing protein, putative
PF3D7_1139300.1	AP2 domain transcription factor, putative
PF3D7_1139400.1	non-coding RNA
PF3D7_1139500.1	AAA family ATPase, putative
PF3D7_1139500.2	unspecified product
PF3D7_1139600.1	conserved Plasmodium protein, unknown function
PF3D7_1139700.1	adrenodoxin reductase, putative
PF3D7_1139800.1	conserved Plasmodium protein, unknown function
PF3D7_1139900.1	ER membrane protein complex subunit 8, putative
PF3D7_1140000.1	carbonic anhydrase
PF3D7_1140100.1	V-type proton ATPase subunit F, putative
PF3D7_1140200.1	conserved Plasmodium protein, unknown function
PF3D7_1140300.1	P-loop containing nucleoside triphosphate hydrolase, putative
PF3D7_1140400.1	conserved Plasmodium protein, unknown function
PF3D7_1140500.1	myosin K, putative
PF3D7_1140600.1	conserved Plasmodium protein, unknown function
PF3D7_1140700.1	chromo domain-containing protein, putative
PF3D7_1140800.1	conserved Plasmodium protein, unknown function
PF3D7_1140900.1	conserved Plasmodium protein, unknown function
PF3D7_1141000.1	conserved Plasmodium protein, unknown function
PF3D7_1141100.1	conserved Plasmodium protein, unknown function
PF3D7_1141200.1	ATP synthase-associated protein, putative
PF3D7_1141300.1	conserved protein, unknown function
PF3D7_1141400.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative
PF3D7_1141500.1	conserved Plasmodium protein, unknown function
PF3D7_1141600.1	dolichol-phosphate mannosyltransferase
PF3D7_1141700.1	OTU domain-containing protein, putative
PF3D7_1141800.1	EELM2 domain-containing protein, putative
PF3D7_1141900.1	inner membrane complex protein 1b, putative
